6,-8,NZ6fBypdg+P7WDfbV5xBH2sljgI=,6AGJd+8My+w0Az23DGtsz23n6Us=
6,-7,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,6AGJd+8My+w0Az23DGtsz23n6Us=
5,-8,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,6AGJd+8My+w0Az23DGtsz23n6Us=
5,-7,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,6AGJd+8My+w0Az23DGtsz23n6Us=
6,-6,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,6AGJd+8My+w0Az23DGtsz23n6Us=
5,-6,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,6AGJd+8My+w0Az23DGtsz23n6Us=
9,-3,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,aKk06FVBpX8nSFMjTqtN2H23PgI=
10,-2,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,aKk06FVBpX8nSFMjTqtN2H23PgI=
9,-2,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,aKk06FVBpX8nSFMjTqtN2H23PgI=
10,-3,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,aKk06FVBpX8nSFMjTqtN2H23PgI=
8,-2,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,aKk06FVBpX8nSFMjTqtN2H23PgI=
5,-3,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,GILBTDTZuy87UCrsEVboT8CnRUE=
8,-3,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,aKk06FVBpX8nSFMjTqtN2H23PgI=
7,-3,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,GILBTDTZuy87UCrsEVboT8CnRUE=
6,-4,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,GILBTDTZuy87UCrsEVboT8CnRUE=
6,-3,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,GILBTDTZuy87UCrsEVboT8CnRUE=
7,-2,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,GILBTDTZuy87UCrsEVboT8CnRUE=
5,-4,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,GILBTDTZuy87UCrsEVboT8CnRUE=
6,-2,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,GILBTDTZuy87UCrsEVboT8CnRUE=
5,-5,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,6AGJd+8My+w0Az23DGtsz23n6Us=
5,-2,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,GILBTDTZuy87UCrsEVboT8CnRUE=
5,-1,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,GILBTDTZuy87UCrsEVboT8CnRUE=
6,-5,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,6AGJd+8My+w0Az23DGtsz23n6Us=
6,-1,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,GILBTDTZuy87UCrsEVboT8CnRUE=
11,-3,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,aKk06FVBpX8nSFMjTqtN2H23PgI=
12,-2,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,+Z+rl6Gq29KEGiaQ7zZ2ZSkLGlY=
13,-1,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,+Z+rl6Gq29KEGiaQ7zZ2ZSkLGlY=
13,-4,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,+Z+rl6Gq29KEGiaQ7zZ2ZSkLGlY=
14,-3,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,+Z+rl6Gq29KEGiaQ7zZ2ZSkLGlY=
13,-2,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,+Z+rl6Gq29KEGiaQ7zZ2ZSkLGlY=
11,-2,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,aKk06FVBpX8nSFMjTqtN2H23PgI=
14,-2,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,+Z+rl6Gq29KEGiaQ7zZ2ZSkLGlY=
13,-3,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,+Z+rl6Gq29KEGiaQ7zZ2ZSkLGlY=
14,-1,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,+Z+rl6Gq29KEGiaQ7zZ2ZSkLGlY=
14,-4,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,+Z+rl6Gq29KEGiaQ7zZ2ZSkLGlY=
12,-3,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,+Z+rl6Gq29KEGiaQ7zZ2ZSkLGlY=
8,-4,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,aKk06FVBpX8nSFMjTqtN2H23PgI=
7,-8,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,6AGJd+8My+w0Az23DGtsz23n6Us=
12,-4,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,+Z+rl6Gq29KEGiaQ7zZ2ZSkLGlY=
7,-5,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,6AGJd+8My+w0Az23DGtsz23n6Us=
9,-4,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,aKk06FVBpX8nSFMjTqtN2H23PgI=
10,-4,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,aKk06FVBpX8nSFMjTqtN2H23PgI=
7,-7,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,6AGJd+8My+w0Az23DGtsz23n6Us=
11,-4,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,aKk06FVBpX8nSFMjTqtN2H23PgI=
7,-4,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,GILBTDTZuy87UCrsEVboT8CnRUE=
11,-1,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,aKk06FVBpX8nSFMjTqtN2H23PgI=
10,-1,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,aKk06FVBpX8nSFMjTqtN2H23PgI=
9,-1,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,aKk06FVBpX8nSFMjTqtN2H23PgI=
15,-2,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,+Z+rl6Gq29KEGiaQ7zZ2ZSkLGlY=
15,-3,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,+Z+rl6Gq29KEGiaQ7zZ2ZSkLGlY=
15,-4,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,+Z+rl6Gq29KEGiaQ7zZ2ZSkLGlY=
15,-1,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,+Z+rl6Gq29KEGiaQ7zZ2ZSkLGlY=
7,-6,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,6AGJd+8My+w0Az23DGtsz23n6Us=
12,-1,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,+Z+rl6Gq29KEGiaQ7zZ2ZSkLGlY=
8,-1,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,aKk06FVBpX8nSFMjTqtN2H23PgI=
7,-1,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,GILBTDTZuy87UCrsEVboT8CnRUE=
3,-8,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,saMLqLdgPbyalQnib5hM92GpTg4=
4,-8,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,6AGJd+8My+w0Az23DGtsz23n6Us=
3,-4,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,KQH0S0RsRIVzAHhq/jAIe5BH0jQ=
2,-8,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,saMLqLdgPbyalQnib5hM92GpTg4=
0,-3,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,KQH0S0RsRIVzAHhq/jAIe5BH0jQ=
4,-5,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,6AGJd+8My+w0Az23DGtsz23n6Us=
0,-7,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,saMLqLdgPbyalQnib5hM92GpTg4=
3,-5,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,saMLqLdgPbyalQnib5hM92GpTg4=
2,-7,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,saMLqLdgPbyalQnib5hM92GpTg4=
2,-4,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,KQH0S0RsRIVzAHhq/jAIe5BH0jQ=
4,-6,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,6AGJd+8My+w0Az23DGtsz23n6Us=
1,-6,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,saMLqLdgPbyalQnib5hM92GpTg4=
3,-1,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,KQH0S0RsRIVzAHhq/jAIe5BH0jQ=
2,-5,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,saMLqLdgPbyalQnib5hM92GpTg4=
1,-7,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,saMLqLdgPbyalQnib5hM92GpTg4=
4,-7,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,6AGJd+8My+w0Az23DGtsz23n6Us=
0,-5,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,saMLqLdgPbyalQnib5hM92GpTg4=
2,-1,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,KQH0S0RsRIVzAHhq/jAIe5BH0jQ=
4,-4,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,GILBTDTZuy87UCrsEVboT8CnRUE=
3,-7,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,saMLqLdgPbyalQnib5hM92GpTg4=
2,-6,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,saMLqLdgPbyalQnib5hM92GpTg4=
0,-1,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,KQH0S0RsRIVzAHhq/jAIe5BH0jQ=
0,-4,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,KQH0S0RsRIVzAHhq/jAIe5BH0jQ=
0,-6,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,saMLqLdgPbyalQnib5hM92GpTg4=
