1,-1,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,KQH0S0RsRIVzAHhq/jAIe5BH0jQ=
0,-2,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,KQH0S0RsRIVzAHhq/jAIe5BH0jQ=
1,-4,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,KQH0S0RsRIVzAHhq/jAIe5BH0jQ=
4,-1,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,GILBTDTZuy87UCrsEVboT8CnRUE=
2,-2,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,KQH0S0RsRIVzAHhq/jAIe5BH0jQ=
3,-2,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,KQH0S0RsRIVzAHhq/jAIe5BH0jQ=
4,-2,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,GILBTDTZuy87UCrsEVboT8CnRUE=
1,-5,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,saMLqLdgPbyalQnib5hM92GpTg4=
1,-3,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,KQH0S0RsRIVzAHhq/jAIe5BH0jQ=
4,-3,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,GILBTDTZuy87UCrsEVboT8CnRUE=
1,-8,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,saMLqLdgPbyalQnib5hM92GpTg4=
0,-8,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,saMLqLdgPbyalQnib5hM92GpTg4=
3,-6,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,saMLqLdgPbyalQnib5hM92GpTg4=
3,-3,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,KQH0S0RsRIVzAHhq/jAIe5BH0jQ=
1,-2,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,KQH0S0RsRIVzAHhq/jAIe5BH0jQ=
2,-3,Od/vDZTNA3bU9ekLbCSFgJ/X+Po=,KQH0S0RsRIVzAHhq/jAIe5BH0jQ=
1,-17,VP4TdWJRGBWBj/U4llFEmqC2ll4=,MefCANTKHwqdeJaJymuKTAtDV84=
2,-17,VP4TdWJRGBWBj/U4llFEmqC2ll4=,MefCANTKHwqdeJaJymuKTAtDV84=
1,-18,VP4TdWJRGBWBj/U4llFEmqC2ll4=,MefCANTKHwqdeJaJymuKTAtDV84=
1,-19,VP4TdWJRGBWBj/U4llFEmqC2ll4=,MefCANTKHwqdeJaJymuKTAtDV84=
3,-17,VP4TdWJRGBWBj/U4llFEmqC2ll4=,MefCANTKHwqdeJaJymuKTAtDV84=
1,-20,VP4TdWJRGBWBj/U4llFEmqC2ll4=,MefCANTKHwqdeJaJymuKTAtDV84=
3,-20,VP4TdWJRGBWBj/U4llFEmqC2ll4=,MefCANTKHwqdeJaJymuKTAtDV84=
2,-20,VP4TdWJRGBWBj/U4llFEmqC2ll4=,MefCANTKHwqdeJaJymuKTAtDV84=
0,-20,VP4TdWJRGBWBj/U4llFEmqC2ll4=,MefCANTKHwqdeJaJymuKTAtDV84=
3,-18,VP4TdWJRGBWBj/U4llFEmqC2ll4=,MefCANTKHwqdeJaJymuKTAtDV84=
2,-18,VP4TdWJRGBWBj/U4llFEmqC2ll4=,MefCANTKHwqdeJaJymuKTAtDV84=
0,-19,VP4TdWJRGBWBj/U4llFEmqC2ll4=,MefCANTKHwqdeJaJymuKTAtDV84=
0,-18,VP4TdWJRGBWBj/U4llFEmqC2ll4=,MefCANTKHwqdeJaJymuKTAtDV84=
3,-19,VP4TdWJRGBWBj/U4llFEmqC2ll4=,MefCANTKHwqdeJaJymuKTAtDV84=
0,-17,VP4TdWJRGBWBj/U4llFEmqC2ll4=,MefCANTKHwqdeJaJymuKTAtDV84=
2,-19,VP4TdWJRGBWBj/U4llFEmqC2ll4=,MefCANTKHwqdeJaJymuKTAtDV84=
